Customer ID,Recency,Frequency,Monetary,Cluster,Cluster_Name,Marketing_Strategy
14091,290,2,9530.08,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14092,10,10,3152.54,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14094,75,1,335.22,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14095,358,1,2.95,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14097,117,2,422.86,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14099,11,9,2661.54,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14101,24,7,3985.14,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14104,25,3,555.37,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14105,44,4,4722.6,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14106,373,1,214.8,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14107,84,4,2174.07,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14108,367,2,447.05,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14110,71,21,7304.8,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14112,87,6,2919.44,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14113,11,12,5252.1900000000005,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14114,31,5,977.56,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14115,137,2,622.67,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14118,64,1,458.45,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14119,11,2,183.37,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14122,42,3,362.42,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14123,369,1,436.18,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14126,80,1,466.33,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14127,16,3,1190.37,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14128,187,1,286.71,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14129,35,4,1467.48,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14130,11,3,1398.81,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14131,284,1,187.87,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14133,369,1,305.5,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14134,18,15,11123.35,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14135,3,11,4953.61,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14136,36,5,1570.81,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14137,331,1,332.7,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14139,126,3,670.98,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14142,9,2,671.34,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14144,122,1,30.6,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14145,95,3,3857.85,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14146,19,7,5259.3,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14147,24,7,2106.8,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14148,50,1,309.09000000000003,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14151,309,2,679.45,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14152,23,5,1376.05,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14153,119,1,233.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14154,17,6,5115.08,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14156,7,102,196566.74,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14157,25,3,569.9,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14159,15,9,3245.0,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14160,246,7,8421.47,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14161,5,5,2208.36,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14163,98,1,148.71,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14166,141,2,256.85,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14167,100,4,721.65,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14168,56,2,370.45,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14169,66,2,624.4300000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14170,11,3,597.33,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14171,366,1,135.0,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14172,241,3,402.72,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14173,277,2,135.16,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14175,54,5,4456.58,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14176,3,2,339.11,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14177,17,9,1669.93,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14180,8,9,1570.73,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14181,46,2,310.55,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14182,79,4,678.77,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14183,47,2,286.29,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14186,63,5,1550.63,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14187,109,1,123.5,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14189,4,2,1160.31,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14190,302,1,79.9,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14191,30,2,132.9,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14192,24,1,293.74,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14193,32,1,356.8,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14194,28,15,7321.070000000001,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14195,75,4,1603.6,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14197,46,1,390.05,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14198,36,5,868.33,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14199,59,3,906.3,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14200,253,1,379.2,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14201,45,3,446.1,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14202,17,3,847.76,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14203,33,1,339.34,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14204,58,3,901.93,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14205,30,7,1947.5,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14206,24,2,856.85,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14207,323,1,157.8,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14208,187,1,415.31,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14209,21,9,2919.84,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14210,7,11,3955.68,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14211,47,9,2161.19,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14212,81,1,1119.66,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14213,40,1,1192.2,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14215,4,4,1626.61,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14216,50,1,310.74,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14217,2,7,1411.91,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14219,45,2,543.89,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14220,203,2,882.5999999999999,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14221,85,8,3084.69,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14224,26,5,847.78,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14225,70,4,2037.02,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14226,77,1,770.34,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14227,50,5,3017.75,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14228,73,3,745.5,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14229,39,4,1046.84,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14230,71,3,979.8,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14231,86,1,309.91,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14233,101,3,1441.55,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14235,134,4,1573.13,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14236,8,4,1253.78,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14237,9,2,471.14,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14238,298,2,287.38,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14239,67,10,1882.32,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14240,59,1,357.15000000000003,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14241,332,1,120.0,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14243,1,8,4842.28,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14244,296,1,366.42,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14247,40,4,635.89,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14248,95,2,730.37,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14249,46,12,5625.461,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14252,17,1,350.99,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14253,129,2,363.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14254,68,1,601.03,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14255,182,1,1000.63,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14256,127,3,1504.93,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14257,16,4,2854.73,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14258,31,16,19381.36,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14260,107,3,824.28,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14263,59,1,322.93,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14264,15,4,1183.39,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14265,100,2,843.1700000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14266,64,1,40.56,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14268,106,1,354.85,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14269,75,1,295.73,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14271,45,1,106.81,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14272,198,2,482.85,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14274,322,1,256.6,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14275,31,6,1189.38,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14276,43,4,982.94,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14277,47,6,13009.61,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14278,45,1,205.83,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14279,156,2,191.86,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14281,44,1,245.15,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14282,3,11,4120.32,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14283,99,4,628.44,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14284,289,1,704.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14285,149,4,1374.41,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14286,40,4,3851.01,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14290,49,3,2201.91,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14291,16,12,4020.85,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14292,46,7,4354.32,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14293,4,6,2221.37,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14294,43,1,375.34,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14295,74,4,2196.71,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14296,57,2,456.4,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14298,11,38,39667.19,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14299,1,19,10533.87,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14301,52,3,1352.04,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14302,66,3,742.9000000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14303,43,2,277.94,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14304,15,2,1341.56,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14306,14,4,1058.0800000000002,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14307,9,5,2075.31,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14308,185,2,1147.02,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14309,49,2,1428.28,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14310,68,1,492.1,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14311,203,1,206.19,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14312,14,5,1478.7,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14314,66,1,109.8,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14315,200,2,716.69,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14316,58,5,1370.34,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14318,96,1,158.02,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14319,60,1,494.85,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14320,182,3,868.96,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14321,67,2,687.3100000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14322,65,4,474.1,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14324,45,2,701.61,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14325,205,1,245.48,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14326,99,2,757.13,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14327,18,5,1583.28,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14328,74,1,445.05,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14329,11,8,4912.38,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14330,259,1,200.63,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14332,17,2,1077.2,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14334,61,4,1766.27,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14338,172,1,339.88,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14339,64,1,310.75,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14341,56,10,2285.04,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14342,68,2,249.88,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14343,57,4,1088.91,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14344,3,14,2443.77,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14346,61,3,1294.17,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14347,372,1,82.60000000000001,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14350,16,2,689.1,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14353,46,2,285.9,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14355,1,3,840.0500000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14358,25,2,400.06,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14361,214,1,214.71,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14363,38,2,227.47000000000003,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14365,30,2,634.68,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14366,161,1,136.0,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14369,278,2,469.13,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14370,86,6,1175.78,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14372,79,2,860.08,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14374,177,1,108.0,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14375,86,2,875.31,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14376,319,1,215.46,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14378,257,1,131.25,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14379,29,2,920.81,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14380,318,1,48.96,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14381,87,1,428.66,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14382,26,1,620.73,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14384,136,1,58.5,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14388,8,9,3488.16,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14389,60,3,854.55,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14390,8,5,1747.01,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14391,212,1,135.6,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14392,68,1,266.4,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14394,200,1,93.8,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14395,8,12,4700.3,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14396,7,6,1633.94,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14398,37,2,707.79,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14399,30,8,2113.16,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14400,44,2,1157.77,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14401,60,9,2744.42,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14402,288,1,285.6,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14403,225,2,404.7,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14404,5,8,1424.79,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14405,22,1,195.0,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14408,107,4,1503.24,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14409,4,5,1696.64,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14410,12,2,1546.07,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14412,60,1,656.16,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14413,46,3,647.67,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14414,10,1,902.35,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14415,15,10,6191.32,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14417,23,1,604.2,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14419,18,1,202.85,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14420,32,3,1251.65,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14421,148,4,1656.26,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14422,10,13,6007.88,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14423,73,2,651.4100000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14425,70,3,661.39,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14426,39,7,7246.27,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14427,130,2,900.1800000000001,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14429,39,1,516.28,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14430,147,3,1220.9,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14431,15,3,2143.84,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14433,101,1,289.6,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14435,137,1,90.42,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14436,189,1,182.64,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14437,1,5,895.84,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14439,79,4,6781.8,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14440,1,9,4281.05,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14441,10,7,2898.8,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14442,50,5,3777.2,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14443,4,2,966.27,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14444,92,1,132.04,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14445,91,1,221.65,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14446,22,1,201.73,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14447,36,1,548.5,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14449,8,5,1575.7,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14450,15,4,645.19,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14451,25,10,2646.18,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14452,31,2,401.15,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14454,12,5,977.3,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14455,68,4,628.21,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14458,16,1,237.42,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14459,287,1,3537.821,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14460,32,6,659.16,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14461,18,10,4610.44,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14462,68,1,265.99,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14463,135,1,256.95,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14464,204,2,111.0,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14465,64,8,2887.41,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14466,8,7,2374.5,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14467,25,8,1622.23,0,VIP Customers,"Personalized service, Early access to new products, No discounts needed."
14468,369,1,204.24,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14469,52,4,2112.21,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14470,66,1,250.85,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14471,227,2,400.95,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14472,325,1,291.38,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14474,215,1,730.42,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14475,44,1,225.3,1,At Risk / Lost,"Win-back campaigns, Massive discounts, Surveys to find why they left."
14477,72,3,660.0,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14478,18,4,1276.66,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
14479,1,3,982.86,2,Regular / Loyal,"Loyalty programs, Upselling, Moderate discounts to keep them active."
