Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,Segment
13191,294,1,164.69,1,1,1,Hibernating
13192,171,4,1646.64,2,4,4,At Risk
13194,57,1,412.08,3,1,2,About to Sleep
13195,50,1,172.38,3,1,1,About to Sleep
13196,79,3,1271.06,2,3,4,At Risk
13197,245,1,373.0100000000001,1,1,2,Hibernating
13198,23,2,1572.99,4,2,4,Potential Loyalists
13199,2,30,6615.77,5,5,5,Champions
13201,138,4,1240.61,2,4,4,At Risk
13202,30,7,1580.3,4,5,4,Loyal Customers
13203,22,6,1778.79,4,4,4,Loyal Customers
13204,367,1,966.66,1,1,3,Hibernating
13205,79,1,2803.2,2,1,5,Hibernating
13206,36,13,8377.32,4,5,5,Loyal Customers
13207,87,2,285.6,2,2,2,Hibernating
13208,85,3,764.6,2,3,3,At Risk
13209,150,5,2617.9,2,4,5,At Risk
13211,17,7,1531.9,4,5,4,Loyal Customers
13213,19,6,2330.94,4,4,5,Loyal Customers
13214,53,7,3264.23,3,5,5,Loyal Customers
13215,38,1,81.6,3,1,1,About to Sleep
13217,291,1,132.5,1,1,1,Hibernating
13219,254,1,76.23,1,1,1,Hibernating
13220,211,1,516.8,1,1,3,Hibernating
13222,213,1,88.5,1,1,1,Hibernating
13223,59,4,805.92,3,4,3,Loyal Customers
13225,57,9,9796.23,3,5,5,Loyal Customers
13226,29,1,204.25,4,1,1,Promising
13230,1,17,3553.81,5,5,5,Champions
13233,56,2,571.34,3,2,3,About to Sleep
13234,308,2,356.95,1,2,2,Hibernating
13237,23,1,643.0,4,1,3,Promising
13238,66,2,305.9,3,2,2,About to Sleep
13239,73,4,1265.13,2,4,4,At Risk
13240,1,5,1074.87,5,4,4,Champions
13241,47,1,115.58,3,1,1,About to Sleep
13242,87,4,429.0,2,4,2,At Risk
13243,85,4,677.97,2,4,3,At Risk
13245,68,1,558.72,3,1,3,About to Sleep
13246,29,5,1400.13,4,4,4,Loyal Customers
13249,37,6,897.52,3,4,3,Loyal Customers
13250,96,2,256.04,2,2,2,Hibernating
13251,38,1,252.68,3,1,2,About to Sleep
13252,30,2,399.3,4,2,2,Potential Loyalists
13253,66,2,1920.71,3,2,4,About to Sleep
13254,12,1,51.41,5,1,1,New Customers
13255,9,2,504.95,5,2,2,Potential Loyalists
13257,72,1,149.75,2,1,1,Hibernating
13258,15,2,336.6,5,2,2,Potential Loyalists
13259,33,8,1141.06,4,5,4,Loyal Customers
13262,25,2,373.16,4,2,2,Potential Loyalists
13263,29,4,1250.62,4,4,4,Loyal Customers
13264,78,1,722.5600000000001,2,1,3,Hibernating
13266,49,7,2300.78,3,5,5,Loyal Customers
13267,2,18,5236.77,5,5,5,Champions
13269,5,14,3545.47,5,5,5,Champions
13270,2,1,590.0,5,1,3,New Customers
13274,45,1,360.85,3,1,2,About to Sleep
13275,19,2,241.66,4,2,1,Potential Loyalists
13276,33,3,1348.33,4,3,4,Potential Loyalists
13277,16,3,264.9,4,3,2,Potential Loyalists
13278,35,3,893.12,4,3,3,Potential Loyalists
13280,15,4,1507.77,5,4,4,Champions
13281,75,1,350.85,2,1,2,Hibernating
13282,42,1,181.05,3,1,1,About to Sleep
13283,203,2,279.7,1,2,2,Hibernating
13285,236,2,655.47,1,2,3,Hibernating
13286,236,1,734.91,1,1,3,Hibernating
13287,239,3,781.59,1,3,3,At Risk
13288,79,5,927.61,2,4,3,At Risk
13289,359,1,307.95,1,1,2,Hibernating
13290,74,1,208.63,2,1,1,Hibernating
13291,50,10,2959.73,3,5,5,Loyal Customers
13292,51,3,415.57,3,3,2,Need Attention
13293,28,6,1192.94,4,4,4,Loyal Customers
13294,282,1,815.79,1,1,3,Hibernating
13295,12,3,900.77,5,3,3,Potential Loyalists
13296,59,5,705.11,3,4,3,Loyal Customers
13297,21,3,2278.77,4,3,5,Potential Loyalists
13299,59,2,1076.2,3,2,4,About to Sleep
13300,24,2,913.62,4,2,3,Potential Loyalists
13302,162,1,95.45,2,1,1,Hibernating
13303,36,1,61.72,4,1,1,Promising
13304,91,3,917.57,2,3,3,At Risk
13305,8,7,1753.85,5,5,4,Champions
13306,66,1,53.65,3,1,1,About to Sleep
13307,123,2,258.34,2,2,2,Hibernating
13308,232,1,284.86,1,1,2,Hibernating
13309,28,1,249.58,4,1,1,Promising
13310,16,2,409.17,4,2,2,Potential Loyalists
13312,87,1,124.75,2,1,1,Hibernating
13313,115,7,1890.0,2,5,4,Can't Loose Them
13315,325,1,310.26000000000005,1,1,2,Hibernating
13316,28,6,7213.84,4,4,5,Loyal Customers
13317,21,13,4212.411,4,5,5,Loyal Customers
13319,1,34,11236.95,5,5,5,Champions
13320,70,2,679.4,3,2,3,About to Sleep
13324,64,8,3391.52,3,5,5,Loyal Customers
13326,68,1,281.76,3,1,2,About to Sleep
13327,1,14,6251.71,5,5,5,Champions
13329,2,7,4323.97,5,5,5,Champions
13330,91,3,1665.25,2,3,4,At Risk
13331,37,1,262.4,3,1,2,About to Sleep
13333,47,3,1015.74,3,3,4,Need Attention
13334,172,2,2726.93,2,2,5,Hibernating
13337,182,1,1575.26,1,1,4,Hibernating
13338,177,3,1958.6,1,3,4,At Risk
13340,53,5,11364.08,3,4,5,Loyal Customers
13346,98,6,299.4,2,4,2,At Risk
13357,130,4,3228.41,2,4,5,At Risk
13359,39,1,603.75,3,1,3,About to Sleep
13360,67,4,1553.65,3,4,4,Loyal Customers
13361,108,2,1450.5,2,2,4,Hibernating
13362,14,3,2303.33,5,3,5,Potential Loyalists
13363,45,1,731.36,3,1,3,About to Sleep
13367,67,1,510.2,3,1,3,About to Sleep
13368,50,2,498.1,3,2,2,About to Sleep
13369,1,1,308.28000000000003,5,1,2,New Customers
13370,7,1,754.87,5,1,3,New Customers
13371,141,2,2297.66,2,2,5,Hibernating
13373,51,3,4274.94,3,3,5,Need Attention
13374,50,2,422.8,3,2,2,About to Sleep
13375,80,1,1013.58,2,1,4,Hibernating
13377,32,2,1552.88,4,2,4,Potential Loyalists
13380,68,1,62.4,3,1,1,About to Sleep
13381,15,6,4585.06,5,4,5,Champions
13382,64,4,1164.59,3,4,4,Loyal Customers
13383,179,1,305.28000000000003,1,1,2,Hibernating
13384,26,4,2528.9,4,4,5,Loyal Customers
13386,50,2,835.46,3,2,3,About to Sleep
13387,53,1,189.44,3,1,1,About to Sleep
13388,239,1,508.55,1,1,3,Hibernating
13392,313,1,91.14,1,1,1,Hibernating
13393,219,4,1131.45,1,4,4,At Risk
13394,15,11,4101.68,5,5,5,Champions
13395,36,2,872.51,4,2,3,Potential Loyalists
13397,73,5,1647.74,2,4,4,At Risk
13398,84,1,213.0,2,1,1,Hibernating
13399,100,3,275.4,2,3,2,At Risk
13400,218,1,310.83,1,1,2,Hibernating
13402,8,3,913.9,5,3,3,Potential Loyalists
13403,23,2,154.5,4,2,1,Potential Loyalists
13405,117,3,641.36,2,3,3,At Risk
13406,63,2,568.92,3,2,3,About to Sleep
13407,214,3,2244.7,1,3,5,At Risk
13408,7,46,23616.422,5,5,5,Champions
13410,29,4,1198.9,4,4,4,Loyal Customers
13412,256,1,487.35,1,1,2,Hibernating
13413,275,6,429.44,1,4,2,At Risk
13414,99,3,1103.64,2,3,4,At Risk
13415,108,4,800.67,2,4,3,At Risk
13416,372,1,228.3,1,1,1,Hibernating
13417,183,4,1028.66,1,4,4,At Risk
13418,8,15,6106.17,5,5,5,Champions
13421,42,6,2252.04,3,4,5,Loyal Customers
13423,64,1,217.03,3,1,1,About to Sleep
13424,85,1,572.77,2,1,3,Hibernating
13425,144,2,1779.42,2,2,4,Hibernating
13426,18,12,4526.06,4,5,5,Loyal Customers
13427,113,3,423.93,2,3,2,At Risk
13428,150,2,281.51,2,2,2,Hibernating
13431,42,6,2047.14,3,4,4,Loyal Customers
13432,207,2,439.1,1,2,2,Hibernating
13433,137,4,658.32,2,4,3,At Risk
13434,21,3,1132.62,4,3,4,Potential Loyalists
13435,12,2,665.34,5,2,3,Potential Loyalists
13438,183,1,46.5,1,1,1,Hibernating
13439,24,2,702.9,4,2,3,Potential Loyalists
13440,59,7,1295.25,3,5,4,Loyal Customers
13441,67,1,424.26,3,1,2,About to Sleep
13442,303,3,419.87,1,3,2,At Risk
13443,84,6,1280.16,2,4,4,At Risk
13444,10,2,631.68,5,2,3,Potential Loyalists
13445,262,1,241.9,1,1,1,Hibernating
13446,66,11,3881.89,3,5,5,Loyal Customers
13448,9,9,5701.5,5,5,5,Champions
13450,10,7,2076.32,5,5,4,Champions
13451,17,6,4214.77,4,4,5,Loyal Customers
13452,108,1,139.8,2,1,1,Hibernating
13453,38,1,424.71,3,1,2,About to Sleep
13454,277,1,219.87,1,1,1,Hibernating
13455,2,5,1847.59,5,4,4,Champions
13457,324,2,148.22,1,2,1,Hibernating
13458,15,2,2312.7000000000003,5,2,5,Potential Loyalists
13459,260,2,1160.41,1,2,4,Hibernating
13461,43,3,2715.0,3,3,5,Need Attention
13462,46,4,1002.35,3,4,4,Loyal Customers
13464,30,5,2422.96,4,4,5,Loyal Customers
13465,82,2,931.12,2,2,3,Hibernating
13466,44,4,705.45,3,4,3,Loyal Customers
13468,4,38,7685.54,5,5,5,Champions
13469,289,1,82.4,1,1,1,Hibernating
13472,99,2,592.24,2,2,3,Hibernating
13473,210,6,2235.12,1,4,5,At Risk
13474,79,2,434.2,2,2,2,Hibernating
13476,42,3,823.0,3,3,3,Need Attention
13477,91,5,1379.59,2,4,4,At Risk
13478,105,5,2215.78,2,4,5,At Risk
13479,88,2,550.42,2,2,3,Hibernating
13480,52,2,627.82,3,2,3,About to Sleep
13481,10,6,2026.28,5,4,4,Champions
13482,263,1,151.45,1,1,1,Hibernating
13484,19,2,476.92,4,2,2,Potential Loyalists
13485,12,10,2564.98,5,5,5,Champions
13487,141,2,271.47,2,2,2,Hibernating
13488,3,11,6619.57,5,5,5,Champions
13490,290,1,154.25,1,1,1,Hibernating
13491,8,18,3350.74,5,5,5,Champions
13495,4,6,3329.39,5,4,5,Champions
13497,4,5,972.28,5,4,3,Champions
13498,366,1,327.38,1,1,2,Hibernating
13500,37,1,299.53,3,1,2,About to Sleep
13501,122,2,1544.79,2,2,4,Hibernating
13502,51,2,488.5,3,2,2,About to Sleep
13503,115,5,1688.54,2,4,4,At Risk
13506,5,4,1180.68,5,4,4,Champions
13508,278,1,176.07999999999998,1,1,1,Hibernating
13509,143,1,135.0,2,1,1,Hibernating
13510,11,7,2766.73,5,5,5,Champions
13511,312,1,282.76,1,1,2,Hibernating
13512,23,3,462.18,4,3,2,Potential Loyalists
13513,77,2,619.49,2,2,3,Hibernating
13514,64,3,663.7,3,3,3,Need Attention
13515,85,2,374.7,2,2,2,Hibernating
13516,53,1,295.85,3,1,2,About to Sleep
13519,78,1,220.46,2,1,1,Hibernating
13520,7,6,3285.05,5,4,5,Champions
13523,2,2,1136.64,5,2,4,Potential Loyalists
13526,374,2,1182.0,1,2,4,Hibernating
13527,54,5,2396.23,3,4,5,Loyal Customers
13530,270,1,402.98,1,1,2,Hibernating
13531,2,5,1254.72,5,4,4,Champions
13534,15,10,1850.82,5,5,4,Champions
13535,38,1,89.5,3,1,1,About to Sleep
13537,61,2,717.85,3,2,3,About to Sleep
13538,32,5,1831.88,4,4,4,Loyal Customers
13539,56,4,938.02,3,4,3,Loyal Customers
13540,103,3,632.39,2,3,3,At Risk
13541,63,2,785.25,3,2,3,About to Sleep
13542,12,17,4006.17,5,5,5,Champions
13543,270,2,1439.61,1,2,4,Hibernating
13544,47,4,537.59,3,4,3,Loyal Customers
13545,26,2,374.64,4,2,2,Potential Loyalists
13546,18,2,465.15,4,2,2,Potential Loyalists
13547,44,1,175.53,3,1,1,About to Sleep
13548,107,1,226.58,2,1,1,Hibernating
13549,23,1,87.6,4,1,1,Promising
13550,19,1,349.51,4,1,2,Promising
13551,302,1,152.39999999999998,1,1,1,Hibernating
13552,64,10,3238.85,3,5,5,Loyal Customers
13553,310,1,517.8,1,1,3,Hibernating
13554,16,7,1638.28,4,5,4,Loyal Customers
13555,14,9,4849.91,5,5,5,Champions
13556,65,2,200.82,3,2,1,About to Sleep
13557,51,11,2448.2,3,5,5,Loyal Customers
13559,148,2,990.0,2,2,3,Hibernating
13561,33,10,1678.86,4,5,4,Loyal Customers
13562,37,5,3038.85,3,4,5,Loyal Customers
13564,4,35,15500.53,5,5,5,Champions
13565,47,1,174.57999999999998,3,1,1,About to Sleep
13566,70,3,833.41,3,3,3,Need Attention
13567,64,4,1083.69,3,4,4,Loyal Customers
13569,3,3,520.03,5,3,3,Potential Loyalists
13571,18,14,2454.2200000000003,4,5,5,Loyal Customers
13573,15,4,622.07,5,4,3,Champions
13574,47,1,421.25,3,1,2,About to Sleep
13576,9,11,4834.4,5,5,5,Champions
13577,18,7,1801.68,4,5,4,Loyal Customers
13578,45,1,147.66,3,1,1,About to Sleep
13579,5,4,1072.0,5,4,4,Champions
13580,42,1,107.75,3,1,1,About to Sleep
13581,50,1,162.53,3,1,1,About to Sleep
13582,25,2,241.68,4,2,1,Potential Loyalists
13583,315,1,664.001,1,1,3,Hibernating
13584,134,2,250.05,2,2,1,Hibernating
13585,166,3,684.54,2,3,3,At Risk
13586,177,1,131.53,1,1,1,Hibernating
13587,85,3,961.1,2,3,3,At Risk
13589,85,4,741.09,2,4,3,At Risk
13590,11,12,4367.67,5,5,5,Champions
13591,71,4,976.81,3,4,3,Loyal Customers
13593,23,9,3486.61,4,5,5,Loyal Customers
13594,121,1,136.35000000000002,2,1,1,Hibernating
13595,152,3,818.22,2,3,3,At Risk
13597,36,2,396.71,4,2,2,Potential Loyalists
13598,131,4,609.42,2,4,3,At Risk
13599,2,14,5013.96,5,5,5,Champions
13600,270,1,298.9,1,1,2,Hibernating
13601,28,2,491.82,4,2,2,Potential Loyalists
13602,17,3,596.28,4,3,3,Potential Loyalists
13604,294,1,717.62,1,1,3,Hibernating
13605,23,2,522.67,4,2,3,Potential Loyalists
13607,38,1,400.3,3,1,2,About to Sleep
13608,176,1,236.2,2,1,1,Hibernating
13609,229,1,167.35,1,1,1,Hibernating
13610,23,7,1044.0,4,5,4,Loyal Customers
13611,10,7,2147.73,5,5,5,Champions
13612,268,1,818.29,1,1,3,Hibernating
13613,88,5,1039.85,2,4,4,At Risk
13614,29,2,748.73,4,2,3,Potential Loyalists
13615,35,7,5854.84,4,5,5,Loyal Customers
13616,204,2,288.1,1,2,2,Hibernating
13617,44,5,734.57,3,4,3,Loyal Customers
13619,180,2,231.69,1,2,1,Hibernating
13620,164,1,112.34,2,1,1,Hibernating
13622,332,1,658.95,1,1,3,Hibernating
13623,16,5,1818.71,4,4,4,Loyal Customers
13624,24,1,462.08,4,1,2,Promising
13625,232,1,301.26,1,1,2,Hibernating
13626,15,1,449.81,5,1,2,New Customers
13627,124,2,607.43,2,2,3,Hibernating
13628,312,1,310.14,1,1,2,Hibernating
13629,49,8,5578.5,3,5,5,Loyal Customers
13632,30,3,1526.88,4,3,4,Potential Loyalists
13634,10,11,3498.31,5,5,5,Champions
13635,78,3,1928.13,2,3,4,At Risk
13639,72,1,312.93,2,1,2,Hibernating
13640,247,1,405.0,1,1,2,Hibernating
13641,276,5,1016.47,1,4,4,At Risk
13642,68,3,159.92,3,3,1,Need Attention
13643,18,7,1637.33,4,5,4,Loyal Customers
13646,35,2,326.25,4,2,2,Potential Loyalists
13647,130,4,1393.56,2,4,4,At Risk
13648,36,8,1764.02,4,5,4,Loyal Customers
13649,2,5,1332.28,5,4,4,Champions
13650,10,4,1451.66,5,4,4,Champions
13651,17,1,132.65,4,1,1,Promising
13652,4,3,1475.77,5,3,4,Potential Loyalists
13653,123,1,152.2,2,1,1,Hibernating
13654,16,5,3600.67,4,4,5,Loyal Customers
13655,10,4,1347.54,5,4,4,Champions
13656,135,2,699.2,2,2,3,Hibernating
13658,19,4,3386.33,4,4,5,Loyal Customers
13659,52,10,3321.68,3,5,5,Loyal Customers
13660,36,1,314.59,4,1,2,Promising
13661,239,1,325.24,1,1,2,Hibernating
13662,21,8,1352.35,4,5,4,Loyal Customers
13663,16,4,1858.04,4,4,4,Loyal Customers
13665,22,3,1711.66,4,3,4,Potential Loyalists
13666,56,2,43.25,3,2,1,About to Sleep
13668,19,14,6726.35,4,5,5,Loyal Customers
13669,43,1,195.0,3,1,1,About to Sleep
13671,30,1,194.95,4,1,1,Promising
13672,366,1,233.53,1,1,1,Hibernating
13674,68,1,240.68,3,1,1,About to Sleep
13676,175,2,243.9,2,2,1,Hibernating
13677,40,2,556.1899999999999,3,2,3,About to Sleep
13679,129,3,281.26,2,3,2,At Risk
13680,107,8,7713.25,2,5,5,Can't Loose Them
13683,93,1,258.6,2,1,2,Hibernating
13684,26,3,529.75,4,3,3,Potential Loyalists
13686,16,2,337.04,4,2,2,Potential Loyalists
13687,74,1,11880.84,2,1,5,Hibernating
13688,271,1,375.5,1,1,2,Hibernating
13689,80,1,349.5,2,1,2,Hibernating
13691,32,1,212.78,4,1,1,Promising
13692,44,2,1626.08,3,2,4,About to Sleep
13693,10,9,2011.82,5,5,4,Champions
13694,9,94,131443.19,5,5,5,Champions
13695,213,1,266.6,1,1,2,Hibernating
13696,57,3,2020.4,3,3,4,Need Attention
13698,232,2,465.53,1,2,2,Hibernating
13699,186,1,455.57,1,1,2,Hibernating
13700,53,3,348.34,3,3,2,Need Attention
13701,82,1,161.0,2,1,1,Hibernating
13702,81,1,135.18,2,1,1,Hibernating
13703,51,1,326.06,3,1,2,About to Sleep
13705,9,5,1323.47,5,4,4,Champions
13706,262,1,300.38,1,1,2,Hibernating
13707,65,3,2559.45,3,3,5,Need Attention
13709,82,5,1263.7,2,4,4,At Risk
13710,59,2,329.04,3,2,2,About to Sleep
13711,42,7,1540.2,3,5,4,Loyal Customers
13712,246,1,537.58,1,1,3,Hibernating
13713,44,3,743.26,3,3,3,Need Attention
13714,101,1,161.35,2,1,1,Hibernating
13715,8,13,7403.95,5,5,5,Champions
13717,93,2,318.29,2,2,2,Hibernating
13719,29,6,1773.57,4,4,4,Loyal Customers
13721,31,1,217.4,4,1,1,Promising
13722,56,7,3260.0,3,5,5,Loyal Customers
13723,28,5,1009.35,4,4,4,Loyal Customers
13724,273,1,213.01,1,1,1,Hibernating
13727,247,6,746.57,1,4,3,At Risk
13728,23,10,1839.03,4,5,4,Loyal Customers
13729,71,3,724.73,3,3,3,Need Attention
13733,46,2,487.03,3,2,2,About to Sleep
13734,144,4,6701.640000000001,2,4,5,At Risk
13735,12,9,6927.9800000000005,5,5,5,Champions
13736,61,5,2034.31,3,4,4,Loyal Customers
13738,32,1,440.93,4,1,2,Promising
13739,163,1,75.3,2,1,1,Hibernating
13740,51,4,1247.02,3,4,4,Loyal Customers
13745,182,1,477.32,1,1,2,Hibernating
13746,49,1,176.69,3,1,1,About to Sleep
13747,9,2,169.8,5,2,1,Potential Loyalists
13748,9,5,1320.1,5,4,4,Champions
13750,16,6,1954.92,4,4,4,Loyal Customers
13752,163,1,404.4500000000001,2,1,2,Hibernating
13753,234,3,1353.31,1,3,4,At Risk
13754,73,1,164.45,2,1,1,Hibernating
13756,3,10,4017.980000000001,5,5,5,Champions
13757,310,1,195.55,1,1,1,Hibernating
13758,2,10,6226.43,5,5,5,Champions
13760,40,3,1076.85,3,3,4,Need Attention
13761,138,4,881.52,2,4,3,At Risk
13762,229,4,2165.76,1,4,5,At Risk
13763,53,2,3502.48,3,2,5,About to Sleep
13764,205,3,1431.5,1,3,4,At Risk
13765,289,1,352.821,1,1,2,Hibernating
13766,131,1,190.35,2,1,1,Hibernating
13767,5,39,18320.17,5,5,5,Champions
13768,362,2,875.97,1,2,3,Hibernating
13769,3,11,3003.9100000000003,5,5,5,Champions
13770,58,4,785.37,3,4,3,Loyal Customers
13771,169,5,3094.37,2,4,5,At Risk
13772,36,5,1982.09,4,4,4,Loyal Customers
13773,32,2,301.54,4,2,2,Potential Loyalists
13775,226,1,1049.66,1,1,4,Hibernating
13776,64,2,623.98,3,2,3,About to Sleep
13777,2,37,30501.26,5,5,5,Champions
13778,127,3,945.79,2,3,3,At Risk
13779,151,1,161.13,2,1,1,Hibernating
13780,43,1,375.81,3,1,2,About to Sleep
13781,228,2,650.99,1,2,3,Hibernating
13782,89,7,881.72,2,5,3,Can't Loose Them
13783,123,4,1542.09,2,4,4,At Risk
13784,70,3,447.44,3,3,2,Need Attention
13785,64,4,542.49,3,4,3,Loyal Customers
13786,3,6,3128.54,5,4,5,Champions
13787,94,4,913.46,2,4,3,At Risk
13788,141,1,3.75,2,1,1,Hibernating
13789,24,1,239.46,4,1,1,Promising
13792,58,1,188.4,3,1,1,About to Sleep
13793,282,1,96.0,1,1,1,Hibernating
13794,182,1,126.03,1,1,1,Hibernating
13795,24,4,836.3,4,4,3,Loyal Customers
13796,135,1,289.7,2,1,2,Hibernating
13797,72,3,1179.45,2,3,4,At Risk
13798,8,54,38683.02,5,5,5,Champions
13799,80,7,2114.71,2,5,4,Can't Loose Them
13800,66,2,1121.24,3,2,4,About to Sleep
13802,10,16,21659.69,5,5,5,Champions
13803,67,2,1061.84,3,2,4,About to Sleep
13804,71,2,572.73,3,2,3,About to Sleep
13807,3,3,422.2,5,3,2,Potential Loyalists
13809,30,2,524.65,4,2,3,Potential Loyalists
13813,163,4,1398.61,2,4,4,At Risk
13814,163,1,678.2,2,1,3,Hibernating
13815,42,4,3448.38,3,4,5,Loyal Customers
13818,65,1,61.28,3,1,1,About to Sleep
13819,305,3,1502.0,1,3,4,At Risk
13820,54,3,660.65,3,3,3,Need Attention
13821,29,4,1025.09,4,4,4,Loyal Customers
13823,16,5,2445.79,4,4,5,Loyal Customers
13824,15,7,1615.82,5,5,4,Champions
13825,257,2,255.59,1,2,2,Hibernating
13829,57,1,102.0,3,1,1,About to Sleep
13830,217,1,156.85000000000002,1,1,1,Hibernating
13831,5,13,4820.59,5,5,5,Champions
13832,58,1,561.49,3,1,3,About to Sleep
13833,40,1,316.56,3,1,2,About to Sleep
13834,212,2,324.19,1,2,2,Hibernating
13835,155,3,260.7,2,3,2,At Risk
13836,35,2,620.37,4,2,3,Potential Loyalists
13838,5,7,1274.36,5,5,4,Champions
13839,122,1,139.95000000000002,2,1,1,Hibernating
13840,52,1,651.4,3,1,3,About to Sleep
13842,2,10,2244.29,5,5,5,Champions
13843,17,1,319.75,4,1,2,Promising
13846,35,1,442.73,4,1,2,Promising
13847,355,1,310.72,1,1,2,Hibernating
13848,2,6,2080.0,5,4,4,Champions
13849,33,3,1931.35,4,3,4,Potential Loyalists
13851,15,5,1955.0,5,4,4,Champions
13852,246,1,187.35,1,1,1,Hibernating
13854,1,15,4144.44,5,5,5,Champions
13855,136,4,1310.34,2,4,4,At Risk
13856,99,8,753.53,2,5,3,Can't Loose Them
13857,29,6,1001.01,4,4,4,Loyal Customers
13859,165,1,314.7,2,1,2,Hibernating
13861,65,2,273.26,3,2,2,About to Sleep
13862,25,1,346.73,4,1,2,Promising
13863,101,3,933.77,2,3,3,At Risk
13864,22,1,662.4000000000001,4,1,3,Promising
13869,17,6,5006.62,4,4,5,Loyal Customers
13870,23,7,2941.14,4,5,5,Loyal Customers
13871,64,4,1482.6,3,4,4,Loyal Customers
13872,163,3,919.57,2,3,3,At Risk
13873,19,5,649.32,4,4,3,Loyal Customers
13874,140,6,1508.7,2,4,4,At Risk
13875,23,9,3027.58,4,5,5,Loyal Customers
13877,106,2,332.44,2,2,2,Hibernating
13878,183,3,1191.53,1,3,4,At Risk
13879,281,1,395.5,1,1,2,Hibernating
13880,3,5,1171.89,5,4,4,Champions
13881,11,23,28019.58,5,5,5,Champions
13883,39,10,3885.54,3,5,5,Loyal Customers
13884,12,5,1100.88,5,4,4,Champions
13888,40,5,1563.42,3,4,4,Loyal Customers
13889,18,5,1574.3300000000002,4,4,4,Loyal Customers
13890,10,4,1043.57,5,4,4,Champions
13891,14,3,863.56,5,3,3,Potential Loyalists
13892,113,2,634.68,2,2,3,Hibernating
13895,151,2,1415.45,2,2,4,Hibernating
13896,261,1,388.55,1,1,2,Hibernating
13897,74,2,849.5600000000001,2,2,3,Hibernating
13898,47,1,530.47,3,1,3,About to Sleep
13900,25,3,869.64,4,3,3,Potential Loyalists
13901,10,10,2809.14,5,5,5,Champions
13902,268,5,34095.26,1,4,5,At Risk
13903,36,1,165.45000000000002,4,1,1,Promising
13905,368,1,312.65,1,1,2,Hibernating
13906,45,1,42.0,3,1,1,About to Sleep
13907,327,1,136.8,1,1,1,Hibernating
13909,59,2,286.6,3,2,2,About to Sleep
13911,15,11,1654.08,5,5,4,Champions
13912,59,1,124.95,3,1,1,About to Sleep
13913,142,1,42.22,2,1,1,Hibernating
13915,30,1,70.80000000000001,4,1,1,Promising
13916,99,4,1275.81,2,4,4,At Risk
13919,60,2,975.87,3,2,3,About to Sleep
13920,67,4,1774.68,3,4,4,Loyal Customers
13921,38,4,730.7,3,4,3,Loyal Customers
13922,73,2,692.95,2,2,3,Hibernating
13927,73,1,359.27,2,1,2,Hibernating
13929,52,9,2651.45,3,5,5,Loyal Customers
13931,28,9,4019.85,4,5,5,Loyal Customers
13935,232,3,6116.92,1,3,5,At Risk
13936,18,2,563.08,4,2,3,Potential Loyalists
13937,38,1,721.28,3,1,3,About to Sleep
13939,67,4,992.41,3,4,4,Loyal Customers
13941,8,11,6009.34,5,5,5,Champions
13942,170,1,320.0,2,1,2,Hibernating
13943,213,1,246.54,1,1,1,Hibernating
13944,289,1,200.43,1,1,1,Hibernating
13945,30,2,854.1500000000001,4,2,3,Potential Loyalists
13946,12,3,1314.66,5,3,4,Potential Loyalists
13948,47,3,446.76,3,3,2,Need Attention
13952,16,12,9572.45,4,5,5,Loyal Customers
13953,45,5,3125.0,3,4,5,Loyal Customers
13955,11,1,222.21,5,1,1,New Customers
13957,53,3,458.25,3,3,2,Need Attention
13958,15,8,4709.2300000000005,5,5,5,Champions
13959,35,3,477.98,4,3,2,Potential Loyalists
13961,28,1,538.4,4,1,3,Promising
13962,71,1,193.25,3,1,1,About to Sleep
13963,3,14,2347.33,5,5,5,Champions
13964,23,2,438.9,4,2,2,Potential Loyalists
13965,112,3,996.61,2,3,4,At Risk
13966,71,1,390.86,3,1,2,About to Sleep
13967,32,1,85.6,4,1,1,Promising
13968,59,1,123.66,3,1,1,About to Sleep
13969,1,18,4311.93,5,5,5,Champions
13970,22,2,846.55,4,2,3,Potential Loyalists
13971,59,6,1909.31,3,4,4,Loyal Customers
13974,218,1,264.13,1,1,2,Hibernating
13975,29,6,2832.56,4,4,5,Loyal Customers
13976,142,3,834.38,2,3,3,At Risk
13977,47,1,519.8100000000001,3,1,3,About to Sleep
13979,29,6,2546.36,4,4,5,Loyal Customers
13980,75,4,599.78,2,4,3,At Risk
13981,51,1,331.14,3,1,2,About to Sleep
13982,1,6,2573.78,5,4,5,Champions
13983,2,10,4505.02,5,5,5,Champions
13984,2,8,1128.09,5,5,4,Champions
13985,10,7,2960.73,5,5,5,Champions
13987,15,2,682.54,5,2,3,Potential Loyalists
13988,19,2,609.84,4,2,3,Potential Loyalists
13989,100,3,759.98,2,3,3,At Risk
13992,16,2,142.7,4,2,1,Potential Loyalists
13993,15,10,3309.35,5,5,5,Champions
13995,15,9,2508.32,5,5,5,Champions
13996,22,2,895.76,4,2,3,Potential Loyalists
13997,155,3,382.31,2,3,2,At Risk
13998,82,3,566.7,2,3,3,At Risk
13999,10,17,5600.45,5,5,5,Champions
14000,50,4,1410.68,3,4,4,Loyal Customers
14001,9,7,2487.01,5,5,5,Champions
14003,368,1,209.41,1,1,1,Hibernating
14004,29,4,1675.81,4,4,4,Loyal Customers
14006,164,4,1234.48,2,4,4,At Risk
14007,148,1,79.48,2,1,1,Hibernating
14008,68,1,509.04,3,1,3,About to Sleep
