Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score
13375,80,1,1013.58,2,1,4,214
13377,32,2,1552.88,4,2,4,424
13380,68,1,62.4,3,1,1,311
13381,15,6,4585.06,5,4,5,545
13382,64,4,1164.5900000000001,3,4,4,344
13383,179,1,305.28000000000003,1,1,2,112
13384,26,4,2528.9,4,4,5,445
13386,50,2,835.46,3,2,3,323
13387,53,1,189.44,3,1,1,311
13388,239,1,508.55,1,1,3,113
13392,313,1,91.14,1,1,1,111
13393,219,4,1131.45,1,4,4,144
13394,15,11,4101.68,5,5,5,555
13395,36,2,872.51,4,2,3,423
13397,73,5,1647.74,2,4,4,244
13398,84,1,213.0,2,1,1,211
13399,100,3,275.4,2,3,2,232
13400,218,1,310.83,1,1,2,112
13402,8,3,913.9,5,3,3,533
13403,23,2,154.5,4,2,1,421
13405,117,3,641.36,2,3,3,233
13406,63,2,568.92,3,2,3,323
13407,214,3,2244.7,1,3,5,135
13408,7,46,23616.422,5,5,5,555
13410,29,4,1198.9,4,4,4,444
13412,256,1,487.35,1,1,2,112
13413,275,6,429.44,1,4,2,142
13414,99,3,1103.64,2,3,4,234
13415,108,4,800.67,2,4,3,243
13416,372,1,228.3,1,1,1,111
13417,183,4,1028.66,1,4,4,144
13418,8,15,6106.17,5,5,5,555
13421,42,6,2252.04,3,4,5,345
13423,64,1,217.03,3,1,1,311
13424,85,1,572.77,2,1,3,213
13425,144,2,1779.42,2,2,4,224
13426,18,12,4526.06,4,5,5,455
13427,113,3,423.93,2,3,2,232
13428,150,2,281.51,2,2,2,222
13431,42,6,2047.14,3,4,4,344
13432,207,2,439.1,1,2,2,122
13433,137,4,658.32,2,4,3,243
13434,21,3,1132.6200000000001,4,3,4,434
13435,12,2,665.34,5,2,3,523
13438,183,1,46.5,1,1,1,111
13439,24,2,702.9,4,2,3,423
13440,59,7,1295.25,3,5,4,354
13441,67,1,424.26,3,1,2,312
13442,303,3,419.87,1,3,2,132
13443,84,6,1280.16,2,4,4,244
13444,10,2,631.68,5,2,3,523
13445,262,1,241.89999999999998,1,1,1,111
13446,66,11,3881.89,3,5,5,355
13448,9,9,5701.5,5,5,5,555
13450,10,7,2076.32,5,5,4,554
13451,17,6,4214.77,4,4,5,445
13452,108,1,139.8,2,1,1,211
13453,38,1,424.71,3,1,2,312
13454,277,1,219.87,1,1,1,111
13455,2,5,1847.5900000000001,5,4,4,544
13457,324,2,148.22,1,2,1,121
13458,15,2,2312.7000000000003,5,2,5,525
13459,260,2,1160.41,1,2,4,124
13461,43,3,2715.0,3,3,5,335
13462,46,4,1002.35,3,4,4,344
13464,30,5,2422.96,4,4,5,445
13465,82,2,931.12,2,2,3,223
13466,44,4,705.45,3,4,3,343
13468,4,38,7685.54,5,5,5,555
13469,289,1,82.4,1,1,1,111
13472,99,2,592.24,2,2,3,223
13473,210,6,2235.12,1,4,5,145
13474,79,2,434.2,2,2,2,222
13476,42,3,823.0,3,3,3,333
13477,91,5,1379.5900000000001,2,4,4,244
13478,105,5,2215.78,2,4,5,245
13479,88,2,550.42,2,2,3,223
13480,52,2,627.82,3,2,3,323
13481,10,6,2026.28,5,4,4,544
13482,263,1,151.45,1,1,1,111
13484,19,2,476.92,4,2,2,422
13485,12,10,2564.98,5,5,5,555
13487,141,2,271.47,2,2,2,222
13488,3,11,6619.57,5,5,5,555
13490,290,1,154.25,1,1,1,111
13491,8,18,3350.7400000000002,5,5,5,555
13495,4,6,3329.39,5,4,5,545
13497,4,5,972.2800000000001,5,4,3,543
13498,366,1,327.38,1,1,2,112
13500,37,1,299.53,3,1,2,312
13501,122,2,1544.79,2,2,4,224
13502,51,2,488.5,3,2,2,322
13503,115,5,1688.54,2,4,4,244
13506,5,4,1180.68,5,4,4,544
13508,278,1,176.07999999999998,1,1,1,111
13509,143,1,135.0,2,1,1,211
13510,11,7,2766.73,5,5,5,555
13511,312,1,282.76,1,1,2,112
13512,23,3,462.18,4,3,2,432
13513,77,2,619.49,2,2,3,223
13514,64,3,663.7,3,3,3,333
13515,85,2,374.7,2,2,2,222
13516,53,1,295.85,3,1,2,312
13519,78,1,220.46,2,1,1,211
13520,7,6,3285.05,5,4,5,545
13523,2,2,1136.64,5,2,4,524
13526,374,2,1182.0,1,2,4,124
13527,54,5,2396.23,3,4,5,345
13530,270,1,402.98,1,1,2,112
13531,2,5,1254.72,5,4,4,544
13534,15,10,1850.82,5,5,4,554
13535,38,1,89.5,3,1,1,311
13537,61,2,717.85,3,2,3,323
13538,32,5,1831.88,4,4,4,444
13539,56,4,938.02,3,4,3,343
13540,103,3,632.39,2,3,3,233
13541,63,2,785.25,3,2,3,323
13542,12,17,4006.17,5,5,5,555
13543,270,2,1439.61,1,2,4,124
13544,47,4,537.59,3,4,3,343
13545,26,2,374.64,4,2,2,422
13546,18,2,465.15,4,2,2,422
13547,44,1,175.53,3,1,1,311
13548,107,1,226.57999999999998,2,1,1,211
13549,23,1,87.6,4,1,1,411
13550,19,1,349.51,4,1,2,412
13551,302,1,152.39999999999998,1,1,1,111
13552,64,10,3238.85,3,5,5,355
13553,310,1,517.8,1,1,3,113
13554,16,7,1638.28,4,5,4,454
13555,14,9,4849.91,5,5,5,555
13556,65,2,200.82,3,2,1,321
13557,51,11,2448.2,3,5,5,355
13559,148,2,990.0,2,2,3,223
13561,33,10,1678.86,4,5,4,454
13562,37,5,3038.85,3,4,5,345
13564,4,35,15500.53,5,5,5,555
13565,47,1,174.57999999999998,3,1,1,311
13566,70,3,833.41,3,3,3,333
13567,64,4,1083.69,3,4,4,344
13569,3,3,520.03,5,3,3,533
13571,18,14,2454.2200000000003,4,5,5,455
13573,15,4,622.07,5,4,3,543
13574,47,1,421.25,3,1,2,312
13576,9,11,4834.4,5,5,5,555
13577,18,7,1801.68,4,5,4,454
13578,45,1,147.66,3,1,1,311
13579,5,4,1072.0,5,4,4,544
13580,42,1,107.75,3,1,1,311
13581,50,1,162.53,3,1,1,311
13582,25,2,241.68,4,2,1,421
13583,315,1,664.001,1,1,3,113
13584,134,2,250.05,2,2,1,221
13585,166,3,684.54,2,3,3,233
13586,177,1,131.53,1,1,1,111
13587,85,3,961.1,2,3,3,233
13589,85,4,741.09,2,4,3,243
13590,11,12,4367.67,5,5,5,555
13591,71,4,976.81,3,4,3,343
13593,23,9,3486.61,4,5,5,455
13594,121,1,136.35000000000002,2,1,1,211
13595,152,3,818.22,2,3,3,233
13597,36,2,396.71,4,2,2,422
13598,131,4,609.42,2,4,3,243
13599,2,14,5013.96,5,5,5,555
13600,270,1,298.9,1,1,2,112
13601,28,2,491.82,4,2,2,422
13602,17,3,596.28,4,3,3,433
13604,294,1,717.62,1,1,3,113
13605,23,2,522.67,4,2,3,423
13607,38,1,400.3,3,1,2,312
13608,176,1,236.2,2,1,1,211
13609,229,1,167.35,1,1,1,111
13610,23,7,1044.0,4,5,4,454
13611,10,7,2147.73,5,5,5,555
13612,268,1,818.29,1,1,3,113
13613,88,5,1039.8500000000001,2,4,4,244
13614,29,2,748.73,4,2,3,423
13615,35,7,5854.84,4,5,5,455
13616,204,2,288.1,1,2,2,122
13617,44,5,734.57,3,4,3,343
13619,180,2,231.69,1,2,1,121
13620,164,1,112.34,2,1,1,211
13622,332,1,658.95,1,1,3,113
13623,16,5,1818.71,4,4,4,444
13624,24,1,462.08,4,1,2,412
13625,232,1,301.26,1,1,2,112
13626,15,1,449.81,5,1,2,512
13627,124,2,607.43,2,2,3,223
13628,312,1,310.14,1,1,2,112
13629,49,8,5578.5,3,5,5,355
13632,30,3,1526.88,4,3,4,434
13634,10,11,3498.31,5,5,5,555
13635,78,3,1928.13,2,3,4,234
13639,72,1,312.93,2,1,2,212
13640,247,1,405.0,1,1,2,112
13641,276,5,1016.47,1,4,4,144
13642,68,3,159.92,3,3,1,331
13643,18,7,1637.33,4,5,4,454
13646,35,2,326.25,4,2,2,422
13647,130,4,1393.56,2,4,4,244
13648,36,8,1764.02,4,5,4,454
13649,2,5,1332.28,5,4,4,544
13650,10,4,1451.66,5,4,4,544
13651,17,1,132.65,4,1,1,411
13652,4,3,1475.77,5,3,4,534
13653,123,1,152.2,2,1,1,211
13654,16,5,3600.67,4,4,5,445
13655,10,4,1347.54,5,4,4,544
13656,135,2,699.2,2,2,3,223
13658,19,4,3386.33,4,4,5,445
13659,52,10,3321.68,3,5,5,355
13660,36,1,314.59,4,1,2,412
13661,239,1,325.24,1,1,2,112
13662,21,8,1352.35,4,5,4,454
13663,16,4,1858.04,4,4,4,444
13665,22,3,1711.66,4,3,4,434
13666,56,2,43.25,3,2,1,321
13668,19,14,6726.35,4,5,5,455
13669,43,1,195.0,3,1,1,311
13671,30,1,194.95,4,1,1,411
13672,366,1,233.53,1,1,1,111
13674,68,1,240.68,3,1,1,311
13676,175,2,243.9,2,2,1,221
13677,40,2,556.1899999999999,3,2,3,323
13679,129,3,281.26,2,3,2,232
13680,107,8,7713.25,2,5,5,255
13683,93,1,258.6,2,1,2,212
13684,26,3,529.75,4,3,3,433
13686,16,2,337.04,4,2,2,422
13687,74,1,11880.84,2,1,5,215
13688,271,1,375.5,1,1,2,112
13689,80,1,349.5,2,1,2,212
13691,32,1,212.78,4,1,1,411
13692,44,2,1626.08,3,2,4,324
13693,10,9,2011.8200000000002,5,5,4,554
13694,9,94,131443.19,5,5,5,555
13695,213,1,266.6,1,1,2,112
13696,57,3,2020.4,3,3,4,334
13698,232,2,465.53000000000003,1,2,2,122
13699,186,1,455.57,1,1,2,112
13700,53,3,348.34,3,3,2,332
13701,82,1,161.0,2,1,1,211
13702,81,1,135.18,2,1,1,211
13703,51,1,326.06,3,1,2,312
13705,9,5,1323.47,5,4,4,544
13706,262,1,300.38,1,1,2,112
13707,65,3,2559.45,3,3,5,335
13709,82,5,1263.7,2,4,4,244
13710,59,2,329.04,3,2,2,322
13711,42,7,1540.2,3,5,4,354
13712,246,1,537.58,1,1,3,113
13713,44,3,743.26,3,3,3,333
13714,101,1,161.35,2,1,1,211
13715,8,13,7403.95,5,5,5,555
13717,93,2,318.29,2,2,2,222
13719,29,6,1773.57,4,4,4,444
13721,31,1,217.39999999999998,4,1,1,411
13722,56,7,3260.0,3,5,5,355
13723,28,5,1009.35,4,4,4,444
13724,273,1,213.01,1,1,1,111
13727,247,6,746.57,1,4,3,143
13728,23,10,1839.03,4,5,4,454
13729,71,3,724.73,3,3,3,333
13733,46,2,487.03000000000003,3,2,2,322
13734,144,4,6701.640000000001,2,4,5,245
13735,12,9,6927.9800000000005,5,5,5,555
13736,61,5,2034.31,3,4,4,344
13738,32,1,440.93,4,1,2,412
13739,163,1,75.3,2,1,1,211
13740,51,4,1247.02,3,4,4,344
13745,182,1,477.32,1,1,2,112
13746,49,1,176.69,3,1,1,311
13747,9,2,169.8,5,2,1,521
13748,9,5,1320.1,5,4,4,544
13750,16,6,1954.92,4,4,4,444
13752,163,1,404.45000000000005,2,1,2,212
13753,234,3,1353.31,1,3,4,134
13754,73,1,164.45,2,1,1,211
13756,3,10,4017.9800000000005,5,5,5,555
13757,310,1,195.55,1,1,1,111
13758,2,10,6226.43,5,5,5,555
13760,40,3,1076.85,3,3,4,334
13761,138,4,881.52,2,4,3,243
13762,229,4,2165.76,1,4,5,145
13763,53,2,3502.48,3,2,5,325
13764,205,3,1431.5,1,3,4,134
13765,289,1,352.821,1,1,2,112
13766,131,1,190.35,2,1,1,211
13767,5,39,18320.170000000002,5,5,5,555
13768,362,2,875.97,1,2,3,123
13769,3,11,3003.9100000000003,5,5,5,555
13770,58,4,785.37,3,4,3,343
13771,169,5,3094.37,2,4,5,245
13772,36,5,1982.09,4,4,4,444
13773,32,2,301.54,4,2,2,422
13775,226,1,1049.66,1,1,4,114
13776,64,2,623.98,3,2,3,323
13777,2,37,30501.260000000002,5,5,5,555
13778,127,3,945.79,2,3,3,233
13779,151,1,161.13,2,1,1,211
13780,43,1,375.81,3,1,2,312
13781,228,2,650.99,1,2,3,123
13782,89,7,881.72,2,5,3,253
13783,123,4,1542.09,2,4,4,244
13784,70,3,447.44,3,3,2,332
13785,64,4,542.49,3,4,3,343
13786,3,6,3128.54,5,4,5,545
13787,94,4,913.46,2,4,3,243
13788,141,1,3.75,2,1,1,211
13789,24,1,239.46,4,1,1,411
13792,58,1,188.4,3,1,1,311
13793,282,1,96.0,1,1,1,111
13794,182,1,126.03,1,1,1,111
13795,24,4,836.3,4,4,3,443
13796,135,1,289.7,2,1,2,212
13797,72,3,1179.45,2,3,4,234
13798,8,54,38683.02,5,5,5,555
13799,80,7,2114.71,2,5,4,254
13800,66,2,1121.24,3,2,4,324
13802,10,16,21659.69,5,5,5,555
13803,67,2,1061.84,3,2,4,324
13804,71,2,572.73,3,2,3,323
13807,3,3,422.2,5,3,2,532
13809,30,2,524.65,4,2,3,423
13813,163,4,1398.6100000000001,2,4,4,244
13814,163,1,678.2,2,1,3,213
13815,42,4,3448.38,3,4,5,345
13818,65,1,61.28,3,1,1,311
13819,305,3,1502.0,1,3,4,134
13820,54,3,660.65,3,3,3,333
13821,29,4,1025.09,4,4,4,444
13823,16,5,2445.79,4,4,5,445
13824,15,7,1615.82,5,5,4,554
13825,257,2,255.59,1,2,2,122
13829,57,1,102.0,3,1,1,311
13830,217,1,156.85000000000002,1,1,1,111
13831,5,13,4820.59,5,5,5,555
13832,58,1,561.49,3,1,3,313
13833,40,1,316.56,3,1,2,312
13834,212,2,324.19,1,2,2,122
13835,155,3,260.7,2,3,2,232
13836,35,2,620.37,4,2,3,423
13838,5,7,1274.3600000000001,5,5,4,554
13839,122,1,139.95000000000002,2,1,1,211
13840,52,1,651.4,3,1,3,313
13842,2,10,2244.29,5,5,5,555
13843,17,1,319.75,4,1,2,412
13846,35,1,442.73,4,1,2,412
13847,355,1,310.72,1,1,2,112
13848,2,6,2080.0,5,4,4,544
13849,33,3,1931.35,4,3,4,434
13851,15,5,1955.0,5,4,4,544
13852,246,1,187.35000000000002,1,1,1,111
13854,1,15,4144.44,5,5,5,555
13855,136,4,1310.3400000000001,2,4,4,244
13856,99,8,753.53,2,5,3,253
13857,29,6,1001.01,4,4,4,444
13859,165,1,314.7,2,1,2,212
13861,65,2,273.26,3,2,2,322
13862,25,1,346.73,4,1,2,412
13863,101,3,933.77,2,3,3,233
13864,22,1,662.4000000000001,4,1,3,413
13869,17,6,5006.62,4,4,5,445
13870,23,7,2941.14,4,5,5,455
13871,64,4,1482.6000000000001,3,4,4,344
13872,163,3,919.57,2,3,3,233
13873,19,5,649.32,4,4,3,443
13874,140,6,1508.7,2,4,4,244
13875,23,9,3027.58,4,5,5,455
13877,106,2,332.44,2,2,2,222
13878,183,3,1191.53,1,3,4,134
13879,281,1,395.5,1,1,2,112
13880,3,5,1171.89,5,4,4,544
13881,11,23,28019.58,5,5,5,555
13883,39,10,3885.54,3,5,5,355
13884,12,5,1100.88,5,4,4,544
13888,40,5,1563.42,3,4,4,344
13889,18,5,1574.3300000000002,4,4,4,444
13890,10,4,1043.57,5,4,4,544
13891,14,3,863.56,5,3,3,533
13892,113,2,634.68,2,2,3,223
13895,151,2,1415.45,2,2,4,224
13896,261,1,388.55,1,1,2,112
13897,74,2,849.5600000000001,2,2,3,223
13898,47,1,530.47,3,1,3,313
13900,25,3,869.64,4,3,3,433
13901,10,10,2809.14,5,5,5,555
13902,268,5,34095.26,1,4,5,145
13903,36,1,165.45000000000002,4,1,1,411
13905,368,1,312.65,1,1,2,112
13906,45,1,42.0,3,1,1,311
13907,327,1,136.8,1,1,1,111
13909,59,2,286.6,3,2,2,322
13911,15,11,1654.08,5,5,4,554
13912,59,1,124.95,3,1,1,311
13913,142,1,42.22,2,1,1,211
13915,30,1,70.80000000000001,4,1,1,411
13916,99,4,1275.81,2,4,4,244
13919,60,2,975.87,3,2,3,323
13920,67,4,1774.68,3,4,4,344
13921,38,4,730.7,3,4,3,343
13922,73,2,692.95,2,2,3,223
13927,73,1,359.27,2,1,2,212
13929,52,9,2651.45,3,5,5,355
13931,28,9,4019.85,4,5,5,455
13935,232,3,6116.92,1,3,5,135
13936,18,2,563.08,4,2,3,423
13937,38,1,721.28,3,1,3,313
13939,67,4,992.41,3,4,4,344
13941,8,11,6009.34,5,5,5,555
13942,170,1,320.0,2,1,2,212
13943,213,1,246.54000000000002,1,1,1,111
13944,289,1,200.43,1,1,1,111
13945,30,2,854.1500000000001,4,2,3,423
13946,12,3,1314.66,5,3,4,534
13948,47,3,446.76,3,3,2,332
13952,16,12,9572.45,4,5,5,455
13953,45,5,3125.0,3,4,5,345
13955,11,1,222.21,5,1,1,511
13957,53,3,458.25,3,3,2,332
13958,15,8,4709.2300000000005,5,5,5,555
13959,35,3,477.98,4,3,2,432
13961,28,1,538.4,4,1,3,413
13962,71,1,193.25,3,1,1,311
13963,3,14,2347.33,5,5,5,555
13964,23,2,438.9,4,2,2,422
13965,112,3,996.61,2,3,4,234
13966,71,1,390.86,3,1,2,312
13967,32,1,85.6,4,1,1,411
13968,59,1,123.66,3,1,1,311
13969,1,18,4311.93,5,5,5,555
13970,22,2,846.55,4,2,3,423
13971,59,6,1909.31,3,4,4,344
13974,218,1,264.13,1,1,2,112
13975,29,6,2832.56,4,4,5,445
13976,142,3,834.38,2,3,3,233
13977,47,1,519.8100000000001,3,1,3,313
13979,29,6,2546.36,4,4,5,445
13980,75,4,599.78,2,4,3,243
13981,51,1,331.14,3,1,2,312
13982,1,6,2573.7799999999997,5,4,5,545
13983,2,10,4505.02,5,5,5,555
13984,2,8,1128.09,5,5,4,554
13985,10,7,2960.73,5,5,5,555
13987,15,2,682.54,5,2,3,523
13988,19,2,609.84,4,2,3,423
13989,100,3,759.98,2,3,3,233
13992,16,2,142.7,4,2,1,421
13993,15,10,3309.35,5,5,5,555
13995,15,9,2508.32,5,5,5,555
13996,22,2,895.76,4,2,3,423
13997,155,3,382.31,2,3,2,232
13998,82,3,566.7,2,3,3,233
13999,10,17,5600.45,5,5,5,555
14000,50,4,1410.68,3,4,4,344
14001,9,7,2487.01,5,5,5,555
14003,368,1,209.41,1,1,1,111
14004,29,4,1675.81,4,4,4,444
14006,164,4,1234.48,2,4,4,244
14007,148,1,79.48,2,1,1,211
14008,68,1,509.04,3,1,3,313
14009,98,1,404.29999999999995,2,1,2,212
14010,201,2,445.15,1,2,2,122
14011,116,2,457.82,2,2,2,222
14013,16,2,611.55,4,2,3,423
14014,12,2,1443.03,5,2,4,524
14016,32,7,7062.2,4,5,5,455
14017,207,1,229.75,1,1,1,111
14018,281,1,367.15,1,1,2,112
14020,112,2,606.21,2,2,3,223
14021,10,4,1084.68,5,4,4,544
14022,122,1,352.15000000000003,2,1,2,212
14024,26,1,318.04,4,1,2,412
14025,100,8,4057.9,2,5,5,255
14026,106,2,713.11,2,2,3,223
14028,186,3,10396.5,1,3,5,135
14030,2,14,5902.2,5,5,5,555
14031,1,27,23712.31,5,5,5,555
14032,2,6,1874.68,5,4,4,544
14033,191,1,109.44,1,1,1,111
14035,42,4,1428.7,3,4,4,344
14037,114,4,689.75,2,4,3,243
14038,33,2,1509.5,4,2,4,424
14039,211,1,115.08000000000001,1,1,1,111
14040,22,23,9030.65,4,5,5,455
14042,361,1,431.98,1,1,2,112
14043,127,2,304.25,2,2,2,222
14044,54,6,2470.28,3,4,5,345
14045,9,13,9653.28,5,5,5,555
14047,8,10,2946.42,5,5,5,555
14048,18,2,338.76,4,2,2,422
14049,23,9,7557.31,4,5,5,455
14051,2,15,6823.610000000001,5,5,5,555
14052,26,1,255.45,4,1,2,412
14053,33,2,312.05,4,2,2,422
14055,213,2,795.3199999999999,1,2,3,123
14057,17,5,2190.88,4,4,5,445
14058,98,2,469.19,2,2,2,222
14060,2,13,3378.66,5,5,5,555
14061,143,3,917.4300000000001,2,3,3,233
14062,10,12,15139.35,5,5,5,555
14063,74,9,22710.2,2,5,5,255
14064,66,10,1978.68,3,5,4,354
14065,25,3,891.02,4,3,3,433
14068,239,3,1262.52,1,3,4,134
14069,150,2,230.06,2,2,1,221
14070,320,1,326.55,1,1,2,112
14072,302,1,390.85,1,1,2,112
14074,259,1,219.4,1,1,1,111
14075,39,3,792.61,3,3,3,333
14077,31,1,115.66,4,1,1,411
14078,9,4,643.26,5,4,3,543
14079,318,1,243.63,1,1,1,111
14080,49,4,1070.08,3,4,4,344
14081,5,9,4435.58,5,5,5,555
14082,28,1,231.10999999999999,4,1,1,411
14083,7,3,388.83,5,3,2,532
14084,148,1,150.5,2,1,1,211
14085,4,16,5656.43,5,5,5,555
14086,98,1,39.95,2,1,1,211
14087,40,2,651.8,3,2,3,323
14088,42,3,13544.99,3,3,5,335
14091,290,2,9530.08,1,2,5,125
14092,10,10,3152.54,5,5,5,555
14094,75,1,335.22,2,1,2,212
14095,358,1,2.95,1,1,1,111
14097,117,2,422.86,2,2,2,222
14099,11,9,2661.54,5,5,5,555
14101,24,7,3985.14,4,5,5,455
14104,25,3,555.37,4,3,3,433
14105,44,4,4722.6,3,4,5,345
14106,373,1,214.8,1,1,1,111
14107,84,4,2174.07,2,4,5,245
14108,367,2,447.05,1,2,2,122
14110,71,21,7304.8,3,5,5,355
14112,87,6,2919.44,2,4,5,245
14113,11,12,5252.1900000000005,5,5,5,555
14114,31,5,977.5600000000001,4,4,3,443
14115,137,2,622.67,2,2,3,223
14118,64,1,458.45,3,1,2,312
14119,11,2,183.37,5,2,1,521
14122,42,3,362.42,3,3,2,332
14123,369,1,436.18,1,1,2,112
14126,80,1,466.33000000000004,2,1,2,212
14127,16,3,1190.3700000000001,4,3,4,434
14128,187,1,286.71,1,1,2,112
14129,35,4,1467.48,4,4,4,444
14130,11,3,1398.81,5,3,4,534
14131,284,1,187.87,1,1,1,111
14133,369,1,305.5,1,1,2,112
14134,18,15,11123.35,4,5,5,455
14135,3,11,4953.61,5,5,5,555
14136,36,5,1570.81,4,4,4,444
14137,331,1,332.7,1,1,2,112
14139,126,3,670.98,2,3,3,233
14142,9,2,671.34,5,2,3,523
14144,122,1,30.6,2,1,1,211
14145,95,3,3857.85,2,3,5,235
14146,19,7,5259.3,4,5,5,455
14147,24,7,2106.8,4,5,4,454
14148,50,1,309.09000000000003,3,1,2,312
14151,309,2,679.45,1,2,3,123
14152,23,5,1376.05,4,4,4,444
14153,119,1,233.39999999999998,2,1,1,211
14154,17,6,5115.08,4,4,5,445
14156,7,102,196566.74,5,5,5,555
14157,25,3,569.9,4,3,3,433
14159,15,9,3245.0,5,5,5,555
14160,246,7,8421.47,1,5,5,155
14161,5,5,2208.36,5,4,5,545
14163,98,1,148.71,2,1,1,211
14166,141,2,256.85,2,2,2,222
14167,100,4,721.65,2,4,3,243
14168,56,2,370.45,3,2,2,322
14169,66,2,624.4300000000001,3,2,3,323
14170,11,3,597.33,5,3,3,533
14171,366,1,135.0,1,1,1,111
14172,241,3,402.72,1,3,2,132
14173,277,2,135.16,1,2,1,121
14175,54,5,4456.58,3,4,5,345
14176,3,2,339.11,5,2,2,522
14177,17,9,1669.93,4,5,4,454
14180,8,9,1570.73,5,5,4,554
14181,46,2,310.55,3,2,2,322
14182,79,4,678.77,2,4,3,243
14183,47,2,286.29,3,2,2,322
14186,63,5,1550.63,3,4,4,344
14187,109,1,123.5,2,1,1,211
14189,4,2,1160.31,5,2,4,524
14190,302,1,79.9,1,1,1,111
14191,30,2,132.9,4,2,1,421
14192,24,1,293.74,4,1,2,412
14193,32,1,356.8,4,1,2,412
14194,28,15,7321.070000000001,4,5,5,455
14195,75,4,1603.6,2,4,4,244
14197,46,1,390.05,3,1,2,312
14198,36,5,868.33,4,4,3,443
14199,59,3,906.3,3,3,3,333
14200,253,1,379.2,1,1,2,112
14201,45,3,446.1,3,3,2,332
14202,17,3,847.76,4,3,3,433
14203,33,1,339.34,4,1,2,412
14204,58,3,901.9300000000001,3,3,3,333
14205,30,7,1947.5,4,5,4,454
14206,24,2,856.85,4,2,3,423
14207,323,1,157.8,1,1,1,111
14208,187,1,415.31,1,1,2,112
14209,21,9,2919.84,4,5,5,455
14210,7,11,3955.6800000000003,5,5,5,555
14211,47,9,2161.19,3,5,5,355
14212,81,1,1119.66,2,1,4,214
14213,40,1,1192.2,3,1,4,314
14215,4,4,1626.6100000000001,5,4,4,544
14216,50,1,310.74,3,1,2,312
14217,2,7,1411.91,5,5,4,554
14219,45,2,543.89,3,2,3,323
14220,203,2,882.5999999999999,1,2,3,123
14221,85,8,3084.69,2,5,5,255
14224,26,5,847.78,4,4,3,443
14225,70,4,2037.02,3,4,4,344
14226,77,1,770.34,2,1,3,213
14227,50,5,3017.75,3,4,5,345
14228,73,3,745.5,2,3,3,233
14229,39,4,1046.84,3,4,4,344
14230,71,3,979.8000000000001,3,3,3,333
14231,86,1,309.91,2,1,2,212
14233,101,3,1441.55,2,3,4,234
14235,134,4,1573.13,2,4,4,244
14236,8,4,1253.78,5,4,4,544
14237,9,2,471.14,5,2,2,522
14238,298,2,287.38,1,2,2,122
14239,67,10,1882.3200000000002,3,5,4,354
14240,59,1,357.15000000000003,3,1,2,312
14241,332,1,120.0,1,1,1,111
14243,1,8,4842.28,5,5,5,555
14244,296,1,366.41999999999996,1,1,2,112
14247,40,4,635.89,3,4,3,343
14248,95,2,730.37,2,2,3,223
14249,46,12,5625.461,3,5,5,355
14252,17,1,350.99,4,1,2,412
14253,129,2,363.40000000000003,2,2,2,222
14254,68,1,601.03,3,1,3,313
14255,182,1,1000.63,1,1,4,114
14256,127,3,1504.93,2,3,4,234
14257,16,4,2854.73,4,4,5,445
14258,31,16,19381.36,4,5,5,455
14260,107,3,824.28,2,3,3,233
14263,59,1,322.93,3,1,2,312
14264,15,4,1183.39,5,4,4,544
14265,100,2,843.1700000000001,2,2,3,223
14266,64,1,40.56,3,1,1,311
14268,106,1,354.85,2,1,2,212
14269,75,1,295.73,2,1,2,212
14271,45,1,106.81,3,1,1,311
14272,198,2,482.85,1,2,2,122
14274,322,1,256.6,1,1,2,112
14275,31,6,1189.3799999999999,4,4,4,444
14276,43,4,982.9399999999999,3,4,3,343
14277,47,6,13009.61,3,4,5,345
14278,45,1,205.83,3,1,1,311
14279,156,2,191.86,2,2,1,221
14281,44,1,245.15,3,1,1,311
14282,3,11,4120.32,5,5,5,555
14283,99,4,628.44,2,4,3,243
14284,289,1,704.4,1,1,3,113
14285,149,4,1374.41,2,4,4,244
14286,40,4,3851.01,3,4,5,345
14290,49,3,2201.91,3,3,5,335
14291,16,12,4020.85,4,5,5,455
14292,46,7,4354.32,3,5,5,355
14293,4,6,2221.37,5,4,5,545
14294,43,1,375.34000000000003,3,1,2,312
14295,74,4,2196.71,2,4,5,245
14296,57,2,456.4,3,2,2,322
14298,11,38,39667.19,5,5,5,555
14299,1,19,10533.87,5,5,5,555
14301,52,3,1352.04,3,3,4,334
14302,66,3,742.9000000000001,3,3,3,333
14303,43,2,277.94,3,2,2,322
14304,15,2,1341.56,5,2,4,524
14306,14,4,1058.0800000000002,5,4,4,544
14307,9,5,2075.31,5,4,4,544
14308,185,2,1147.02,1,2,4,124
14309,49,2,1428.28,3,2,4,324
14310,68,1,492.1,3,1,2,312
14311,203,1,206.19,1,1,1,111
14312,14,5,1478.7,5,4,4,544
14314,66,1,109.8,3,1,1,311
14315,200,2,716.69,1,2,3,123
14316,58,5,1370.34,3,4,4,344
14318,96,1,158.02,2,1,1,211
14319,60,1,494.85,3,1,2,312
14320,182,3,868.96,1,3,3,133
14321,67,2,687.3100000000001,3,2,3,323
14322,65,4,474.1,3,4,2,342
14324,45,2,701.61,3,2,3,323
14325,205,1,245.48000000000002,1,1,1,111
14326,99,2,757.13,2,2,3,223
14327,18,5,1583.28,4,4,4,444
14328,74,1,445.05,2,1,2,212
14329,11,8,4912.38,5,5,5,555
14330,259,1,200.63,1,1,1,111
